action,alert_name,bytes_received,bytes_sent,device,direction,dst_ip,dst_port,duration,host,http_method,level,log_type,msg,proto,protocol,raw_log,severity,source,src_ip,src_port,status_code,url,user,user_agent
alert,IOT botnet,,,,,10.0.0.33,80,,,GET,warning,network,Detected IOT botnet: Generic IOT botnet Signature,TCP,,"{""timestamp"": ""2026-01-06 10:51:42.380623"", ""log_type"": ""network"", ""src_ip"": ""192.168.1.56"", ""dst_ip"": ""10.0.0.33"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic IOT botnet Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected IOT botnet: Generic IOT botnet Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""IOT botnet"", ""src_port"": 20328, ""dst_port"": 80, ""proto"": ""TCP"", ""raw_log"": ""Pattern Detection: IOT botnet - Generic IOT botnet Signature""}",,,192.168.1.56,20328,200,/search?q=Generic IOT botnet Signature,N/A,Mozilla/5.0
alert,API Abuse,,,,,10.0.0.15,,,,GET,warning,application,Detected API Abuse: Generic API Abuse Signature,,,"{""timestamp"": ""2026-01-06 10:52:05.566232"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.160"", ""dst_ip"": ""10.0.0.15"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic API Abuse Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected API Abuse: Generic API Abuse Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""API Abuse"", ""raw_log"": ""Pattern Detection: API Abuse - Generic API Abuse Signature""}",,,192.168.1.160,,200,/search?q=Generic API Abuse Signature,N/A,Mozilla/5.0
DENY,,13263,4588,Firewall-01,inbound,10.0.0.19,443,91,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:52:29.291304"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.77"", ""dst_ip"": ""10.0.0.19"", ""src_port"": 15080, ""dst_port"": 443, ""protocol"": ""UDP"", ""action"": ""DENY"", ""bytes_sent"": 4588, ""bytes_received"": 13263, ""duration"": 91, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.77,15080,,,,
alert,HTTP Response Splitting,,,,,10.0.0.47,,,,GET,warning,application,Detected HTTP Response Splitting: Cache-Control,,,"{""timestamp"": ""2026-01-06 10:52:29.811921"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.86"", ""dst_ip"": ""10.0.0.47"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Cache-Control"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected HTTP Response Splitting: Cache-Control"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""HTTP Response Splitting"", ""raw_log"": ""Pattern Detection: HTTP Response Splitting - Cache-Control""}",,,192.168.1.86,,200,/search?q=Cache-Control,N/A,Mozilla/5.0
DENY,,47093,1123,Firewall-01,outbound,10.0.0.167,53,43,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:52:33.442626"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.155"", ""dst_ip"": ""10.0.0.167"", ""src_port"": 55452, ""dst_port"": 53, ""protocol"": ""TCP"", ""action"": ""DENY"", ""bytes_sent"": 1123, ""bytes_received"": 47093, ""duration"": 43, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.155,55452,,,,
alert,Cors Attack,,,,,10.0.0.31,,,,GET,warning,application,Detected Cors Attack: Generic Cors Attack Signature,,,"{""timestamp"": ""2026-01-06 10:52:36.519962"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.58"", ""dst_ip"": ""10.0.0.31"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic Cors Attack Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Cors Attack: Generic Cors Attack Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Cors Attack"", ""raw_log"": ""Pattern Detection: Cors Attack - Generic Cors Attack Signature""}",,,192.168.1.58,,200,/search?q=Generic Cors Attack Signature,N/A,Mozilla/5.0
ALLOW,,9287,4192,Firewall-01,outbound,10.0.0.31,443,65,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:52:44.788099"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.208"", ""dst_ip"": ""10.0.0.31"", ""src_port"": 5968, ""dst_port"": 443, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 4192, ""bytes_received"": 9287, ""duration"": 65, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.208,5968,,,,
alert,Insecure Firmware,,,,,10.0.0.33,,,,GET,warning,application,Detected Insecure Firmware: Generic Insecure Firmware Signature,,,"{""timestamp"": ""2026-01-06 10:52:46.907955"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.83"", ""dst_ip"": ""10.0.0.33"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic Insecure Firmware Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Insecure Firmware: Generic Insecure Firmware Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Insecure Firmware"", ""raw_log"": ""Pattern Detection: Insecure Firmware - Generic Insecure Firmware Signature""}",,,192.168.1.83,,200,/search?q=Generic Insecure Firmware Signature,N/A,Mozilla/5.0
ALLOW,,17287,1532,Firewall-01,inbound,10.0.0.249,22,71,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:53:00.093009"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.115"", ""dst_ip"": ""10.0.0.249"", ""src_port"": 32278, ""dst_port"": 22, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 1532, ""bytes_received"": 17287, ""duration"": 71, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.115,32278,,,,
ALLOW,,25355,257,Firewall-01,inbound,10.0.0.128,443,49,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:53:46.041172"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.157"", ""dst_ip"": ""10.0.0.128"", ""src_port"": 17192, ""dst_port"": 443, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 257, ""bytes_received"": 25355, ""duration"": 49, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.157,17192,,,,
alert,DDOS,,,,,10.0.0.41,80,,,GET,warning,network,Detected DDOS: Generic DDOS Signature,TCP,,"{""timestamp"": ""2026-01-06 10:53:51.200668"", ""log_type"": ""network"", ""src_ip"": ""192.168.1.149"", ""dst_ip"": ""10.0.0.41"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic DDOS Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected DDOS: Generic DDOS Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""DDOS"", ""src_port"": 16405, ""dst_port"": 80, ""proto"": ""TCP"", ""raw_log"": ""Pattern Detection: DDOS - Generic DDOS Signature""}",,,192.168.1.149,16405,200,/search?q=Generic DDOS Signature,N/A,Mozilla/5.0
alert,API Abuse,,,,,10.0.0.27,,,,GET,warning,application,Detected API Abuse: Generic API Abuse Signature,,,"{""timestamp"": ""2026-01-06 10:54:02.460529"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.58"", ""dst_ip"": ""10.0.0.27"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic API Abuse Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected API Abuse: Generic API Abuse Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""API Abuse"", ""raw_log"": ""Pattern Detection: API Abuse - Generic API Abuse Signature""}",,,192.168.1.58,,200,/search?q=Generic API Abuse Signature,N/A,Mozilla/5.0
alert,packet stuffing,,,,,10.0.0.28,,,,GET,warning,application,Detected packet stuffing: Generic packet stuffing Signature,,,"{""timestamp"": ""2026-01-06 10:54:12.433045"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.132"", ""dst_ip"": ""10.0.0.28"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic packet stuffing Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected packet stuffing: Generic packet stuffing Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""packet stuffing"", ""raw_log"": ""Pattern Detection: packet stuffing - Generic packet stuffing Signature""}",,,192.168.1.132,,200,/search?q=Generic packet stuffing Signature,N/A,Mozilla/5.0
DENY,,40077,3562,Firewall-01,inbound,10.0.0.107,443,87,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:54:44.149422"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.61"", ""dst_ip"": ""10.0.0.107"", ""src_port"": 42775, ""dst_port"": 443, ""protocol"": ""TCP"", ""action"": ""DENY"", ""bytes_sent"": 3562, ""bytes_received"": 40077, ""duration"": 87, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.61,42775,,,,
ALLOW,,23091,3344,Firewall-01,outbound,10.0.0.81,80,86,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:54:47.178479"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.189"", ""dst_ip"": ""10.0.0.81"", ""src_port"": 11680, ""dst_port"": 80, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 3344, ""bytes_received"": 23091, ""duration"": 86, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.189,11680,,,,
alert,API Abuse,,,,,10.0.0.48,,,,GET,warning,application,Detected API Abuse: Generic API Abuse Signature,,,"{""timestamp"": ""2026-01-06 10:55:11.849019"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.127"", ""dst_ip"": ""10.0.0.48"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic API Abuse Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected API Abuse: Generic API Abuse Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""API Abuse"", ""raw_log"": ""Pattern Detection: API Abuse - Generic API Abuse Signature""}",,,192.168.1.127,,200,/search?q=Generic API Abuse Signature,N/A,Mozilla/5.0
alert,Missing Security Headers,,,,,10.0.0.47,,,,GET,warning,application,Detected Missing Security Headers: text/html,,,"{""timestamp"": ""2026-01-06 10:55:38.139425"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.54"", ""dst_ip"": ""10.0.0.47"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=text/html"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Missing Security Headers: text/html"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Missing Security Headers"", ""raw_log"": ""Pattern Detection: Missing Security Headers - text/html""}",,,192.168.1.54,,200,/search?q=text/html,N/A,Mozilla/5.0
ALLOW,,33903,4194,Firewall-01,inbound,10.0.0.11,22,33,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:55:46.557109"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.201"", ""dst_ip"": ""10.0.0.11"", ""src_port"": 16212, ""dst_port"": 22, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 4194, ""bytes_received"": 33903, ""duration"": 33, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.201,16212,,,,
ALLOW,,21297,761,Firewall-01,outbound,10.0.0.49,22,74,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:55:48.811268"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.184"", ""dst_ip"": ""10.0.0.49"", ""src_port"": 49600, ""dst_port"": 22, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 761, ""bytes_received"": 21297, ""duration"": 74, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.184,49600,,,,
alert,JWT Token Manipulation,,,,,10.0.0.24,,,,GET,warning,application,Detected JWT Token Manipulation: Generic JWT Token Manipulation Signature,,,"{""timestamp"": ""2026-01-06 10:56:04.484947"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.73"", ""dst_ip"": ""10.0.0.24"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic JWT Token Manipulation Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected JWT Token Manipulation: Generic JWT Token Manipulation Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""JWT Token Manipulation"", ""raw_log"": ""Pattern Detection: JWT Token Manipulation - Generic JWT Token Manipulation Signature""}",,,192.168.1.73,,200,/search?q=Generic JWT Token Manipulation Signature,N/A,Mozilla/5.0
alert,XML External Entity,,,,,10.0.0.33,,,,GET,warning,application,Detected XML External Entity: xi:include,,,"{""timestamp"": ""2026-01-06 10:56:16.932835"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.171"", ""dst_ip"": ""10.0.0.33"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=xi:include"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected XML External Entity: xi:include"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""XML External Entity"", ""raw_log"": ""Pattern Detection: XML External Entity - xi:include""}",,,192.168.1.171,,200,/search?q=xi:include,N/A,Mozilla/5.0
ALLOW,,4845,4442,Firewall-01,outbound,10.0.0.139,443,94,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:56:18.160535"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.253"", ""dst_ip"": ""10.0.0.139"", ""src_port"": 48536, ""dst_port"": 443, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 4442, ""bytes_received"": 4845, ""duration"": 94, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.253,48536,,,,
alert,Server-Side Request Forgery,,,,,10.0.0.47,,,,GET,warning,application,Detected Server-Side Request Forgery: 172.16.,,,"{""timestamp"": ""2026-01-06 10:56:38.676369"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.110"", ""dst_ip"": ""10.0.0.47"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=172.16."", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Server-Side Request Forgery: 172.16."", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Server-Side Request Forgery"", ""raw_log"": ""Pattern Detection: Server-Side Request Forgery - 172.16.""}",,,192.168.1.110,,200,/search?q=172.16.,N/A,Mozilla/5.0
alert,DOS,,,,,10.0.0.14,80,,,GET,warning,network,Detected DOS: Generic DOS Signature,TCP,,"{""timestamp"": ""2026-01-06 10:56:53.763067"", ""log_type"": ""network"", ""src_ip"": ""192.168.1.146"", ""dst_ip"": ""10.0.0.14"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic DOS Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected DOS: Generic DOS Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""DOS"", ""src_port"": 57739, ""dst_port"": 80, ""proto"": ""TCP"", ""raw_log"": ""Pattern Detection: DOS - Generic DOS Signature""}",,,192.168.1.146,57739,200,/search?q=Generic DOS Signature,N/A,Mozilla/5.0
alert,IOT botnet,,,,,10.0.0.30,80,,,GET,warning,network,Detected IOT botnet: Generic IOT botnet Signature,TCP,,"{""timestamp"": ""2026-01-06 10:57:08.616414"", ""log_type"": ""network"", ""src_ip"": ""192.168.1.119"", ""dst_ip"": ""10.0.0.30"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic IOT botnet Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected IOT botnet: Generic IOT botnet Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""IOT botnet"", ""src_port"": 62903, ""dst_port"": 80, ""proto"": ""TCP"", ""raw_log"": ""Pattern Detection: IOT botnet - Generic IOT botnet Signature""}",,,192.168.1.119,62903,200,/search?q=Generic IOT botnet Signature,N/A,Mozilla/5.0
alert,remote commanding execution,,,,,10.0.0.24,,,,GET,warning,application,Detected remote commanding execution: Generic remote commanding execution Signature,,,"{""timestamp"": ""2026-01-06 10:57:10.732789"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.66"", ""dst_ip"": ""10.0.0.24"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic remote commanding execution Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected remote commanding execution: Generic remote commanding execution Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""remote commanding execution"", ""raw_log"": ""Pattern Detection: remote commanding execution - Generic remote commanding execution Signature""}",,,192.168.1.66,,200,/search?q=Generic remote commanding execution Signature,N/A,Mozilla/5.0
ALLOW,,440,1451,Firewall-01,inbound,10.0.0.55,53,42,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:57:15.925044"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.214"", ""dst_ip"": ""10.0.0.55"", ""src_port"": 51332, ""dst_port"": 53, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 1451, ""bytes_received"": 440, ""duration"": 42, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.214,51332,,,,
ALLOW,,48049,2891,Firewall-01,inbound,10.0.0.140,443,10,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:57:19.508642"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.147"", ""dst_ip"": ""10.0.0.140"", ""src_port"": 64730, ""dst_port"": 443, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 2891, ""bytes_received"": 48049, ""duration"": 10, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.147,64730,,,,
alert,DEVICE SPOOFING,,,,,10.0.0.24,,,,GET,warning,application,Detected DEVICE SPOOFING: Generic DEVICE SPOOFING Signature,,,"{""timestamp"": ""2026-01-06 10:58:04.866447"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.33"", ""dst_ip"": ""10.0.0.24"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic DEVICE SPOOFING Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected DEVICE SPOOFING: Generic DEVICE SPOOFING Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""DEVICE SPOOFING"", ""raw_log"": ""Pattern Detection: DEVICE SPOOFING - Generic DEVICE SPOOFING Signature""}",,,192.168.1.33,,200,/search?q=Generic DEVICE SPOOFING Signature,N/A,Mozilla/5.0
ALLOW,,48355,4009,Firewall-01,inbound,10.0.0.10,80,41,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:58:38.630227"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.37"", ""dst_ip"": ""10.0.0.10"", ""src_port"": 55125, ""dst_port"": 80, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 4009, ""bytes_received"": 48355, ""duration"": 41, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.37,55125,,,,
alert,web socket hijacking,,,,,10.0.0.47,,,,GET,warning,application,Detected web socket hijacking: Generic web socket hijacking Signature,,,"{""timestamp"": ""2026-01-06 10:59:02.603692"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.50"", ""dst_ip"": ""10.0.0.47"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic web socket hijacking Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected web socket hijacking: Generic web socket hijacking Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""web socket hijacking"", ""raw_log"": ""Pattern Detection: web socket hijacking - Generic web socket hijacking Signature""}",,,192.168.1.50,,200,/search?q=Generic web socket hijacking Signature,N/A,Mozilla/5.0
ALLOW,,38918,2491,Firewall-01,inbound,10.0.0.240,22,41,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:59:10.247126"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.99"", ""dst_ip"": ""10.0.0.240"", ""src_port"": 16322, ""dst_port"": 22, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 2491, ""bytes_received"": 38918, ""duration"": 41, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.99,16322,,,,
DENY,,15368,245,Firewall-01,inbound,10.0.0.57,53,19,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:00:04.384522"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.140"", ""dst_ip"": ""10.0.0.57"", ""src_port"": 36933, ""dst_port"": 53, ""protocol"": ""UDP"", ""action"": ""DENY"", ""bytes_sent"": 245, ""bytes_received"": 15368, ""duration"": 19, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.140,36933,,,,
alert,CSRF,,,,,10.0.0.13,,,,GET,warning,application,Detected CSRF: Generic CSRF Signature,,,"{""timestamp"": ""2026-01-06 11:00:10.784745"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.109"", ""dst_ip"": ""10.0.0.13"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic CSRF Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected CSRF: Generic CSRF Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""CSRF"", ""raw_log"": ""Pattern Detection: CSRF - Generic CSRF Signature""}",,,192.168.1.109,,200,/search?q=Generic CSRF Signature,N/A,Mozilla/5.0
alert,CLICK JACKING,,,,,10.0.0.39,,,,GET,warning,application,Detected CLICK JACKING: Generic CLICK JACKING Signature,,,"{""timestamp"": ""2026-01-06 11:00:34.932940"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.111"", ""dst_ip"": ""10.0.0.39"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic CLICK JACKING Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected CLICK JACKING: Generic CLICK JACKING Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""CLICK JACKING"", ""raw_log"": ""Pattern Detection: CLICK JACKING - Generic CLICK JACKING Signature""}",,,192.168.1.111,,200,/search?q=Generic CLICK JACKING Signature,N/A,Mozilla/5.0
DENY,,46662,126,Firewall-01,outbound,10.0.0.62,80,31,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:01:45.532621"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.54"", ""dst_ip"": ""10.0.0.62"", ""src_port"": 19703, ""dst_port"": 80, ""protocol"": ""UDP"", ""action"": ""DENY"", ""bytes_sent"": 126, ""bytes_received"": 46662, ""duration"": 31, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.54,19703,,,,
alert,CLICK JACKING,,,,,10.0.0.27,,,,GET,warning,application,Detected CLICK JACKING: Generic CLICK JACKING Signature,,,"{""timestamp"": ""2026-01-06 11:01:48.804388"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.113"", ""dst_ip"": ""10.0.0.27"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic CLICK JACKING Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected CLICK JACKING: Generic CLICK JACKING Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""CLICK JACKING"", ""raw_log"": ""Pattern Detection: CLICK JACKING - Generic CLICK JACKING Signature""}",,,192.168.1.113,,200,/search?q=Generic CLICK JACKING Signature,N/A,Mozilla/5.0
alert,web socket hijacking,,,,,10.0.0.19,,,,GET,warning,application,Detected web socket hijacking: Generic web socket hijacking Signature,,,"{""timestamp"": ""2026-01-06 11:02:09.423124"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.180"", ""dst_ip"": ""10.0.0.19"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic web socket hijacking Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected web socket hijacking: Generic web socket hijacking Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""web socket hijacking"", ""raw_log"": ""Pattern Detection: web socket hijacking - Generic web socket hijacking Signature""}",,,192.168.1.180,,200,/search?q=Generic web socket hijacking Signature,N/A,Mozilla/5.0
alert,Server-Side Request Forgery,,,,,10.0.0.44,,,,GET,warning,application,Detected Server-Side Request Forgery: 169.254.169.254,,,"{""timestamp"": ""2026-01-06 11:02:11.343492"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.147"", ""dst_ip"": ""10.0.0.44"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=169.254.169.254"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Server-Side Request Forgery: 169.254.169.254"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Server-Side Request Forgery"", ""raw_log"": ""Pattern Detection: Server-Side Request Forgery - 169.254.169.254""}",,,192.168.1.147,,200,/search?q=169.254.169.254,N/A,Mozilla/5.0
